School,Treatment,Population,Individual,StartDate,StartDOY,ThirdDate,ThirdDOY,ThirdMass,FifthDate,FifthDOY,FifthMass,PupaDate,PupaDOY,PupaMass,AdultDate,AdultDOY,Sex,Death,Outcome,Survival,Notes
UR,WI8.5,IR,1,5/2/19,122,5/21/19,141,0.025,6/1/19,152,0.335,6/26/19,177,4.461,7/9/19,190,F,,L,A,
UR,WI8.5,IR,2,5/2/19,122,5/19/19,139,0.022,,,,6/30/19,181,4.449,7/13/19,194,F,,L,A,"Probably 6th: 6/2/19, 0.621g"
UR,WI8.5,IR,3,5/2/19,122,5/19/19,139,0.021,5/30/19,150,0.331,6/30/19,181,3.599,7/13/19,194,F,,L,A,
UR,WI8.5,IR,4,5/2/19,122,5/20/19,140,0.035,6/2/19,153,0.326,6/21/19,172,0.933,7/7/19,188,M,,L,A,
UR,WI8.5,IR,5,5/2/19,122,5/21/19,141,0.028,6/2/19,153,0.447,6/28/19,179,3.929,7/11/19,192,F,,L,A,
UR,WI8.5,IR,6,5/2/19,122,5/20/19,140,0.026,6/2/19,153,0.470,6/28/19,179,4.561,7/11/19,192,F,,L,A,
UR,WI8.5,IR,7,5/2/19,122,5/19/19,139,0.024,5/30/19,150,0.351,6/29/19,180,3.260,7/11/19,192,F,,L,A,
UR,WI8.5,IR,8,5/2/19,122,5/18/19,138,0.020,5/31/19,151,0.338,6/26/19,177,3.531,7/9/19,190,F,,L,A,pupa slightly damaged
UR,WI8.5,IR,9,5/2/19,122,5/22/19,142,0.019,6/5/19,156,0.302,6/24/19,175,0.919,7/9/19,190,M,,L,A,
UR,WI8.5,IR,10,5/2/19,122,5/19/19,139,0.025,6/3/19,154,0.352,6/19/19,170,0.913,7/3/19,184,M,,L,A,
UR,WI8.5,IR,11,5/2/19,122,5/19/19,139,0.016,6/3/19,154,0.238,6/22/19,173,0.714,7/7/19,188,M,,L,A,
UR,WI8.5,IR,12,5/2/19,122,5/19/19,139,0.028,6/3/19,154,0.280,6/23/19,174,0.841,7/8/19,189,M,,L,A,
UR,WI8.5,IR,13,5/2/19,122,5/19/19,139,0.023,5/31/19,151,0.318,6/27/19,178,3.772,7/10/19,191,F,,L,A,
UR,WI8.5,IR,14,5/2/19,122,5/19/19,139,0.029,6/1/19,152,0.276,6/23/19,174,0.832,7/8/19,189,M,,L,A,
UR,WI8.5,IR,15,5/2/19,122,5/20/19,140,0.018,6/4/19,155,0.273,6/20/19,171,0.750,7/5/19,186,M,,L,A,
UR,WI8.5,IR,16,5/2/19,122,5/20/19,140,0.017,6/2/19,153,0.308,6/22/19,173,0.774,7/7/19,188,M,,L,A,
UR,WI8.5,IR,17,5/2/19,122,5/21/19,141,0.022,6/3/19,154,0.288,6/20/19,171,0.779,7/4/19,185,M,,L,A,
UR,WI8.5,IR,18,5/2/19,122,5/29/19,149,0.029,6/10/19,161,0.342,6/29/19,180,0.981,7/15/19,196,M,,L,A,
UR,WI8.5,IR,19,5/2/19,122,5/19/19,139,0.021,6/2/19,153,0.263,6/21/19,172,0.822,7/7/19,188,M,,L,A,
UR,WI8.5,IR,20,5/2/19,122,5/19/19,139,0.027,5/31/19,151,0.365,6/27/19,178,4.668,7/10/19,191,F,,L,A,
UR,WI8.5,IR,21,5/2/19,122,5/19/19,139,0.024,5/31/19,151,0.257,6/6/19,157,3.381,7/8/19,189,F,,L,A,"should this be 6/16 or 6/26?, pupa slightly damaged"
UR,WI8.5,IR,22,5/2/19,122,5/20/19,140,0.027,6/1/19,152,0.402,6/27/19,178,3.354,7/10/19,191,F,,L,A,
UR,WI8.5,IR,23,5/2/19,122,5/18/19,138,0.020,6/2/19,153,0.171,7/1/19,182,2.602,7/13/19,194,F,,L,A,"Probably 6th: 6/9, 0.652g"
UR,WI8.5,IR,24,5/2/19,122,5/19/19,139,0.025,5/31/19,151,0.331,,,,,,U,07/03/19,N,F,
UR,WI8.5,IR,25,5/2/19,122,5/19/19,139,0.022,5/31/19,151,0.273,6/30/19,181,2.798,7/12/19,193,F,,L,A,
UR,WI8.5,MN,1,5/2/19,122,5/19/19,139,0.019,6/3/19,154,0.190,7/6/19,187,2.424,7/19/19,200,F,,L,A,
UR,WI8.5,MN,2,5/2/19,122,5/20/19,140,0.019,6/3/19,154,0.182,6/21/19,172,0.598,7/6/19,187,M,,L,A,
UR,WI8.5,MN,3,5/2/19,122,5/18/19,138,0.021,5/31/19,151,0.242,6/24/19,175,0.753,7/9/19,190,M,,L,A,
UR,WI8.5,MN,4,5/2/19,122,5/21/19,141,0.015,6/5/19,156,0.254,6/22/19,173,0.635,7/6/19,187,M,,L,A,
UR,WI8.5,MN,5,5/2/19,122,5/24/19,144,0.022,6/8/19,159,0.250,6/26/19,177,0.637,7/11/19,192,M,,L,A,
UR,WI8.5,MN,6,5/2/19,122,5/19/19,139,0.012,6/3/19,154,0.174,6/27/19,178,1.954,7/9/19,190,F,,L,A,"Probably 6th: 6/9, 0.539g"
UR,WI8.5,MN,7,5/2/19,122,5/24/19,144,0.018,6/4/19,155,0.295,,,,,,U,07/01/19,N,F,
UR,WI8.5,MN,8,5/2/19,122,5/19/19,139,0.016,6/3/19,154,0.191,7/1/19,182,2.472,7/13/19,194,F,,L,A,
UR,WI8.5,MN,9,5/2/19,122,5/24/19,144,0.011,,,,6/29/19,180,2.074,7/11/19,192,F,,L,A,"Probably 6th: 6/11, 0.583g"
UR,WI8.5,MN,10,5/2/19,122,5/18/19,138,0.016,6/2/19,153,0.236,6/21/19,172,0.750,7/6/19,187,M,,L,A,
UR,WI8.5,MN,11,5/2/19,122,5/19/19,139,0.019,6/5/19,156,0.205,6/26/19,177,0.571,7/11/19,192,M,,L,A,
UR,WI8.5,MN,12,5/2/19,122,5/25/19,145,0.012,6/6/19,157,0.272,7/7/19,188,1.620,7/19/19,200,F,,L,A,"Probably 6th: 6/11, 0.563g"
UR,WI8.5,MN,13,5/2/19,122,5/19/19,139,0.020,6/1/19,152,0.211,6/27/19,178,2.067,7/9/19,190,F,,L,A,
UR,WI8.5,MN,14,5/2/19,122,5/20/19,140,0.020,5/31/19,151,0.197,6/29/19,180,3.308,7/12/19,193,F,,L,A,
UR,WI8.5,MN,15,5/2/19,122,5/21/19,141,0.018,6/3/19,154,0.278,6/22/19,173,0.623,7/7/19,188,M,,L,A,
UR,WI8.5,MN,16,5/2/19,122,5/18/19,138,0.019,6/1/19,152,0.243,6/22/19,173,0.703,7/7/19,188,M,,L,A,
UR,WI8.5,MN,17,5/2/19,122,5/21/19,141,0.025,6/3/19,154,0.274,6/22/19,173,0.668,7/6/19,187,M,,L,A,
UR,WI8.5,MN,18,5/2/19,122,5/21/19,141,0.019,6/3/19,154,0.165,7/4/19,185,2.292,7/17/19,198,F,,L,A,"Probably 6th: 6/11, 0.751g"
UR,WI8.5,MN,19,5/2/19,122,5/19/19,139,0.012,6/4/19,155,0.160,6/24/19,175,0.497,7/9/19,190,M,,L,A,
UR,WI8.5,MN,20,5/2/19,122,5/31/19,151,0.018,6/12/19,163,0.238,7/1/19,182,0.821,7/16/19,197,M,,L,A,
UR,WI8.5,MN,21,5/2/19,122,5/18/19,138,0.016,6/1/19,152,0.186,7/3/19,184,2.891,7/16/19,197,F,,L,A,
UR,WI8.5,MN,22,5/2/19,122,5/20/19,140,0.009,6/2/19,153,0.133,7/2/19,183,2.177,7/14/19,195,F,,L,A,
UR,WI8.5,MN,23,5/2/19,122,5/21/19,141,0.014,6/4/19,155,0.197,6/20/19,171,0.579,7/5/19,186,M,,L,A,
UR,WI8.5,MN,24,5/2/19,122,5/26/19,146,0.009,6/9/19,160,0.168,7/5/19,186,2.249,,,F,08/06/19,N,P,unemerged
UR,WI8.5,MN,25,5/2/19,122,5/20/19,140,0.014,6/4/19,155,0.220,6/22/19,173,0.498,7/6/19,187,M,,L,A,
UR,WI8.5,NC1,1,5/2/19,122,5/18/19,138,0.021,6/1/19,152,0.272,7/7/19,188,3.197,7/20/19,201,F,,L,A,
UR,WI8.5,NC1,2,5/2/19,122,5/18/19,138,0.029,5/31/19,151,0.345,6/18/19,169,0.817,7/4/19,185,M,,L,A,
UR,WI8.5,NC1,3,5/2/19,122,5/19/19,139,0.042,5/30/19,150,0.358,,,,,,U,07/01/19,N,F,
UR,WI8.5,NC1,4,5/2/19,122,5/20/19,140,0.019,6/4/19,155,0.336,6/23/19,174,0.873,,,M,08/06/19,N,P,unemerged
UR,WI8.5,NC1,5,5/2/19,122,5/20/19,140,0.020,6/1/19,152,0.299,6/21/19,172,0.900,7/6/19,187,M,,L,A,
UR,WI8.5,NC1,6,5/2/19,122,5/18/19,138,0.018,5/31/19,151,0.253,6/17/19,168,0.711,7/3/19,184,M,,L,A,
UR,WI8.5,NC1,7,5/2/19,122,5/19/19,139,0.018,5/31/19,151,0.247,,,,,,U,07/03/19,N,F,
UR,WI8.5,NC1,8,5/2/19,122,5/19/19,139,0.016,5/31/19,151,0.188,,,,,,U,07/03/19,N,F,
UR,WI8.5,NC1,9,5/2/19,122,5/18/19,138,0.019,6/1/19,152,0.301,6/19/19,170,0.731,7/4/19,185,M,,L,A,
UR,WI8.5,NC1,10,5/2/19,122,5/20/19,140,0.014,6/1/19,152,0.233,7/3/19,184,4.216,7/16/19,197,F,,L,A,
UR,WI8.5,NC1,11,5/2/19,122,5/18/19,138,0.023,5/30/19,150,0.399,,,,,,U,07/03/19,N,F,
UR,WI8.5,NC1,12,5/2/19,122,5/20/19,140,0.027,6/1/19,152,0.307,6/30/19,181,3.349,7/12/19,193,F,,L,A,
UR,WI8.5,NC1,13,5/2/19,122,5/19/19,139,0.025,6/1/19,152,0.311,6/18/19,169,0.966,7/3/19,184,M,,L,A,
UR,WI8.5,NC1,14,5/2/19,122,5/19/19,139,0.023,5/30/19,150,0.274,6/29/19,180,3.035,7/11/19,192,F,,L,A,
UR,WI8.5,NC1,15,5/2/19,122,5/19/19,139,0.025,6/1/19,152,0.310,6/21/19,172,0.763,7/5/19,186,M,,L,A,
UR,WI8.5,NC1,16,5/2/19,122,5/18/19,138,0.033,5/30/19,150,0.389,,,,,,U,08/06/19,N,F,"Didn't fully pupate: 6/26, 4.246g"
UR,WI8.5,NC1,17,5/2/19,122,,,,,,,,,,,,U,05/16/19,N,L,
UR,WI8.5,NC1,18,5/2/19,122,5/18/19,138,0.022,5/31/19,151,0.258,6/28/19,179,3.041,7/11/19,192,F,,L,A,
UR,WI8.5,NC1,19,5/2/19,122,5/19/19,139,0.034,5/31/19,151,0.325,7/2/19,183,2.651,7/14/19,195,F,,L,A,
UR,WI8.5,NC1,20,5/2/19,122,5/17/19,137,0.033,5/28/19,148,0.280,6/25/19,176,3.461,7/7/19,188,F,,L,A,
UR,WI8.5,NC1,21,5/2/19,122,5/19/19,139,0.027,5/31/19,151,0.322,,,,,,U,07/03/19,N,F,
UR,WI8.5,NC1,22,5/2/19,122,5/18/19,138,0.020,6/1/19,152,0.217,7/1/19,182,3.278,7/14/19,195,F,,L,A,
UR,WI8.5,NC1,23,5/2/19,122,5/19/19,139,0.017,6/2/19,153,0.238,6/20/19,171,0.669,,,M,08/06/19,N,P,unemerged
UR,WI8.5,NC1,24,5/2/19,122,,,,,,,,,,,,U,05/16/19,N,L,
UR,WI8.5,NC1,25,5/2/19,122,5/17/19,137,0.031,5/29/19,149,0.328,,,,,,U,06/28/19,N,F,
UR,WI8.5,NC2,1,5/2/19,122,5/19/19,139,0.024,6/1/19,152,0.262,7/3/19,184,4.015,7/16/19,197,F,,L,A,
UR,WI8.5,NC2,2,5/2/19,122,5/19/19,139,0.018,6/1/19,152,0.305,6/29/19,180,3.753,,,F,08/06/19,N,P,unemerged
UR,WI8.5,NC2,3,5/2/19,122,5/18/19,138,0.024,6/1/19,152,0.356,7/4/19,185,3.597,7/18/19,199,F,,L,A,
UR,WI8.5,NC2,4,5/2/19,122,5/17/19,137,0.021,5/30/19,150,0.320,6/20/19,171,0.515,7/4/19,185,M,,L,A,
UR,WI8.5,NC2,5,5/2/19,122,5/17/19,137,0.021,6/1/19,152,0.217,6/29/19,180,3.662,7/12/19,193,F,,L,A,
UR,WI8.5,NC2,6,5/2/19,122,5/21/19,141,0.032,6/3/19,154,0.330,6/21/19,172,1.050,,,M,08/06/19,N,P,unemerged
UR,WI8.5,NC2,7,5/2/19,122,5/17/19,137,0.021,5/29/19,149,0.337,6/30/19,181,5.589,7/14/19,195,F,,L,A,huge pupa!
UR,WI8.5,NC2,8,5/2/19,122,5/17/19,137,0.031,5/29/19,149,0.262,7/2/19,183,2.576,7/15/19,196,F,,L,A,
UR,WI8.5,NC2,9,5/2/19,122,5/19/19,139,0.021,6/1/19,152,0.315,6/17/19,168,0.747,7/2/19,183,M,,L,A,
UR,WI8.5,NC2,10,5/2/19,122,5/18/19,138,0.030,6/1/19,152,0.282,6/21/19,172,0.790,,,M,08/06/19,N,P,unemerged
UR,WI8.5,NC2,11,5/2/19,122,5/18/19,138,0.018,5/31/19,151,0.252,7/4/19,185,3.157,7/17/19,198,F,,L,A,
UR,WI8.5,NC2,12,5/2/19,122,5/18/19,138,0.023,6/2/19,153,0.189,,,,,,U,06/22/19,N,F,
UR,WI8.5,NC2,13,5/2/19,122,5/18/19,138,0.014,5/31/19,151,0.291,6/18/19,169,0.799,7/3/19,184,M,,L,A,
UR,WI8.5,NC2,14,5/2/19,122,5/18/19,138,0.029,5/30/19,150,0.244,6/27/19,178,2.654,7/10/19,191,F,,L,A,
UR,WI8.5,NC2,15,5/2/19,122,5/18/19,138,0.031,5/31/19,151,0.292,6/18/19,169,0.644,7/4/19,185,M,,L,A,
UR,WI8.5,NC2,16,5/2/19,122,5/17/19,137,0.015,5/29/19,149,0.253,6/30/19,181,3.129,7/13/19,194,F,,L,A,
UR,WI8.5,NC2,17,5/2/19,122,5/20/19,140,0.032,6/1/19,152,0.296,7/10/19,191,4.001,7/23/19,204,F,,L,A,
UR,WI8.5,NC2,18,5/2/19,122,5/17/19,137,0.023,5/30/19,150,0.362,6/20/19,171,0.938,7/4/19,185,M,,L,A,
UR,WI8.5,NC2,19,5/2/19,122,5/17/19,137,0.021,5/29/19,149,0.255,6/28/19,179,4.106,7/11/19,192,F,,L,A,
UR,WI8.5,NC2,20,5/2/19,122,5/22/19,142,0.023,6/5/19,156,0.298,6/26/19,177,0.538,7/10/19,191,M,,L,A,
UR,WI8.5,NC2,21,5/2/19,122,5/18/19,138,0.018,,,,,,,,,U,05/28/19,N,T,
UR,WI8.5,NC2,22,5/2/19,122,5/18/19,138,0.020,5/30/19,150,0.304,6/30/19,181,3.877,7/11/19,192,F,,L,A,
UR,WI8.5,NC2,23,5/2/19,122,5/18/19,138,0.017,5/31/19,151,0.270,6/20/19,171,0.846,,,M,08/06/19,N,P,unemerged
UR,WI8.5,NC2,24,5/2/19,122,5/19/19,139,0.018,6/3/19,154,0.242,6/22/19,173,0.625,7/6/19,187,M,,L,A,
UR,WI8.5,NC2,25,5/2/19,122,5/18/19,138,0.019,6/3/19,154,0.289,6/21/19,172,0.678,,,M,08/06/19,N,P,unemerged
UR,WI8.5,WI1,1,5/2/19,122,5/20/19,140,0.020,6/3/19,154,0.270,6/22/19,173,0.659,7/8/19,189,M,,L,A,
UR,WI8.5,WI1,2,5/2/19,122,5/20/19,140,0.026,6/2/19,153,0.246,6/20/19,171,0.720,7/6/19,187,M,,L,A,
UR,WI8.5,WI1,3,5/2/19,122,5/20/19,140,0.030,6/2/19,153,0.250,7/5/19,186,2.761,7/17/19,198,F,,L,A,
UR,WI8.5,WI1,4,5/2/19,122,5/21/19,141,0.029,6/2/19,153,0.250,7/3/19,184,3.766,7/17/19,198,F,,L,A,
UR,WI8.5,WI1,5,5/2/19,122,5/21/19,141,0.024,6/5/19,156,0.228,6/27/19,178,0.630,7/11/19,192,M,,L,A,
UR,WI8.5,WI1,6,5/2/19,122,5/19/19,139,0.024,6/3/19,154,0.305,6/23/19,174,0.886,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,7,5/2/19,122,5/19/19,139,0.027,5/30/19,150,0.273,,,,,,U,07/03/19,N,F,
UR,WI8.5,WI1,8,5/2/19,122,5/20/19,140,0.017,6/8/19,159,0.406,7/10/19,191,3.330,7/23/19,204,F,,L,A,"Probably 4th: 6/2, 0.150g"
UR,WI8.5,WI1,9,5/2/19,122,5/19/19,139,0.026,6/2/19,153,0.266,6/24/19,175,0.698,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,10,5/2/19,122,5/20/19,140,0.032,5/31/19,151,0.261,6/30/19,181,3.805,7/13/19,194,F,,L,A,
UR,WI8.5,WI1,11,5/2/19,122,5/20/19,140,0.018,6/3/19,154,0.275,6/23/19,174,0.803,7/8/19,189,M,,L,A,
UR,WI8.5,WI1,12,5/2/19,122,5/20/19,140,0.026,6/3/19,154,0.255,6/24/19,175,0.619,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,13,5/2/19,122,5/19/19,139,0.023,5/31/19,151,0.270,,,,,,U,07/23/19,N,F,"Didn't fully pupate: 6/30, 4.269g; See notes in book for 7/23/19"
UR,WI8.5,WI1,14,5/2/19,122,5/18/19,138,0.018,5/31/19,151,0.301,7/6/19,187,3.397,7/19/19,200,F,,L,A,
UR,WI8.5,WI1,15,5/2/19,122,5/20/19,140,0.021,,,,,,,,,U,06/06/19,N,T,
UR,WI8.5,WI1,16,5/2/19,122,5/20/19,140,0.024,6/1/19,152,0.212,7/1/19,182,2.254,7/13/19,194,F,,L,A,
UR,WI8.5,WI1,17,5/2/19,122,5/19/19,139,0.023,6/2/19,153,0.289,6/22/19,173,0.752,7/7/19,188,M,,L,A,
UR,WI8.5,WI1,18,5/2/19,122,5/20/19,140,0.037,6/1/19,152,0.290,6/28/19,179,2.623,,,F,08/06/19,N,P,unemerged
UR,WI8.5,WI1,19,5/2/19,122,5/18/19,138,0.020,5/29/19,149,0.215,7/6/19,187,3.876,,,F,08/06/19,N,P,unemerged
UR,WI8.5,WI1,20,5/2/19,122,5/22/19,142,0.024,6/5/19,156,0.287,6/24/19,175,0.728,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,21,5/2/19,122,5/19/19,139,0.021,6/3/19,154,0.276,6/24/19,175,0.773,7/11/19,192,M,,L,A,
UR,WI8.5,WI1,22,5/2/19,122,5/20/19,140,0.018,6/4/19,155,0.264,6/24/19,175,0.624,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,23,5/2/19,122,5/19/19,139,0.018,6/2/19,153,0.291,6/23/19,174,0.844,7/8/19,189,M,,L,A,
UR,WI8.5,WI1,24,5/2/19,122,5/21/19,141,0.025,6/3/19,154,0.328,6/24/19,175,0.885,7/9/19,190,M,,L,A,
UR,WI8.5,WI1,25,5/2/19,122,5/19/19,139,0.027,6/2/19,153,0.225,6/21/19,172,0.755,,,M,08/06/19,N,P,unemerged
UR,WI8.5,WV1,1,5/2/19,122,5/17/19,137,0.024,6/1/19,152,0.324,6/19/19,170,0.919,7/4/19,185,M,,L,A,
UR,WI8.5,WV1,2,5/2/19,122,5/18/19,138,0.025,5/30/19,150,0.380,6/28/19,179,4.001,7/10/19,191,F,,L,A,
UR,WI8.5,WV1,3,5/2/19,122,5/18/19,138,0.021,5/30/19,150,0.267,6/30/19,181,3.159,7/15/19,196,F,,L,A,
UR,WI8.5,WV1,4,5/2/19,122,5/19/19,139,0.020,6/3/19,154,0.310,6/22/19,173,0.808,7/7/19,188,M,,L,A,
UR,WI8.5,WV1,5,5/2/19,122,5/17/19,137,0.027,5/28/19,148,0.305,6/25/19,176,3.496,,,F,08/06/19,N,P,unemerged
UR,WI8.5,WV1,6,5/2/19,122,5/17/19,137,0.021,5/29/19,149,0.040,6/27/19,178,3.497,7/10/19,191,F,,L,A,
UR,WI8.5,WV1,7,5/2/19,122,5/17/19,137,0.022,5/31/19,151,0.255,6/15/19,166,0.731,6/30/19,181,M,,L,A,
UR,WI8.5,WV1,8,5/2/19,122,5/18/19,138,0.024,5/31/19,151,0.243,6/25/19,176,2.100,7/7/19,188,F,,L,A,
UR,WI8.5,WV1,9,5/2/19,122,5/18/19,138,0.020,5/29/19,149,0.292,,,,,,U,06/28/19,N,F,
UR,WI8.5,WV1,10,5/2/19,122,5/18/19,138,0.023,5/30/19,150,0.299,6/29/19,180,4.481,7/12/19,193,F,,L,A,
UR,WI8.5,WV1,11,5/2/19,122,5/17/19,137,0.023,5/29/19,149,0.315,6/30/19,181,3.390,7/13/19,194,F,,L,A,
UR,WI8.5,WV1,12,5/2/19,122,5/20/19,140,0.020,6/2/19,153,0.235,7/4/19,185,2.873,7/16/19,197,F,,L,A,
UR,WI8.5,WV1,13,5/2/19,122,5/17/19,137,0.023,5/29/19,149,0.232,7/1/19,182,3.447,,,F,08/06/19,N,P,unemerged
UR,WI8.5,WV1,14,5/2/19,122,5/22/19,142,0.028,6/4/19,155,0.367,6/27/19,178,0.957,,,M,,L,A,"emerged as adult, but no date recorded"
UR,WI8.5,WV1,15,5/2/19,122,5/18/19,138,0.025,5/31/19,151,0.266,7/3/19,184,4.096,7/17/19,198,F,,L,A,
UR,WI8.5,WV1,16,5/2/19,122,5/18/19,138,0.031,5/31/19,151,0.310,6/17/19,168,0.948,,,M,08/06/19,N,P,unemerged
UR,WI8.5,WV1,17,5/2/19,122,5/18/19,138,0.022,5/28/19,148,0.133,6/21/19,172,0.745,7/6/19,187,M,,L,A,
UR,WI8.5,WV1,18,5/2/19,122,5/17/19,137,0.024,5/29/19,149,0.340,6/29/19,180,3.588,7/12/19,193,F,,L,A,
UR,WI8.5,WV1,19,5/2/19,122,5/18/19,138,0.025,5/29/19,149,0.321,6/30/19,181,4.271,7/14/19,195,F,,L,A,
UR,WI8.5,WV1,20,5/2/19,122,5/17/19,137,0.025,5/28/19,148,0.212,6/30/19,181,2.837,7/12/19,193,F,,L,A,
UR,WI8.5,WV1,21,5/2/19,122,5/18/19,138,0.024,5/31/19,151,0.312,6/21/19,172,0.801,7/5/19,186,M,,L,A,
UR,WI8.5,WV1,22,5/2/19,122,5/17/19,137,0.027,5/31/19,151,0.392,6/14/19,165,0.763,6/30/19,181,M,,L,A,
UR,WI8.5,WV1,23,5/2/19,122,5/18/19,138,0.026,6/2/19,153,0.400,6/20/19,171,0.711,7/5/19,186,M,,L,A,
UR,WI8.5,WV1,24,5/2/19,122,5/17/19,137,0.024,5/28/19,148,0.238,6/27/19,178,3.777,7/10/19,191,F,,L,A,
UR,WI8.5,WV1,25,5/2/19,122,5/26/19,146,0.031,6/8/19,159,0.328,6/25/19,176,0.763,7/10/19,191,M,,L,A,
VCU,VAB,AL,1,5/3/19,123,5/28/19,148,0.0401,6/13/19,164,0.3788,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,AL,2,5/3/19,123,5/29/19,149,0.0238,6/15/19,166,0.2282,,,,,,U,8/31/19,N,F,"missed pupation date, did not emerge"
VCU,VAB,AL,3,5/3/19,123,,,,,,,,,,,,U,6/6/19,N,L,drowned in condensation
VCU,VAB,AL,4,5/3/19,123,5/30/19,150,0.0285,6/19/19,170,0.2658,7/18/19,199,0.4002,,,MP,7/10/19,N,P,failed to emerge
VCU,VAB,AL,5,5/3/19,123,6/2/19,153,0.0292,6/17/19,168,0.2310,7/20/19,201,0.6408,,,MP,NA,N,P,death date not recorded
VCU,VAB,AL,6,5/3/19,123,6/4/19,155,0.0231,6/27/19,178,0.2178,,,,8/4/19,216,M,,L,A,
VCU,VAB,AL,7,5/3/19,123,NA,,NA,6/19/19,170,0.0669,7/20/19,201,0.4488,,,MP,8/19/19,N,P,"missed 3rd date, failed to emerge"
VCU,VAB,AL,8,5/3/19,123,5/28/19,148,0.0248,6/13/19,164,0.3610,,,,,,U,7/10/19,N,F,slime
VCU,VAB,AL,9,5/3/19,123,5/31/19,151,0.0188,6/17/19,168,0.1720,,,,,,U,7/9/19,N,F,dead/natural
VCU,VAB,AL,10,5/3/19,123,6/1/19,152,0.0270,6/20/19,171,0.2994,7/8/19,189,0.4157,7/27/19,208,M,,L,A,
VCU,VAB,AL,11,5/3/19,123,5/27/19,147,0.0205,6/13/19,164,0.3301,,,,,,U,7/15/19,N,F,slime
VCU,VAB,AL,12,5/3/19,123,6/1/19,152,0.0280,6/19/19,170,0.3013,,,,,,U,7/15/19,N,F,died pupating
VCU,VAB,AL,13,5/3/19,123,6/9/19,160,0.0318,6/24/19,175,0.3208,7/13/19,194,0.5228,8/2/19,214,M,8/2/19,L,A,died after emergence
VCU,VAB,AL,14,5/3/19,123,5/30/19,150,0.0289,6/13/19,164,0.3578,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,AL,15,5/3/19,123,5/28/19,148,0.0277,6/16/19,167,0.2968,7/6/19,187,0.6260,,,MP,,N,P,
VCU,VAB,AL,16,5/3/19,123,,,,,,,,,,,,U,6/6/19,N,L,drowned in condensation
VCU,VAB,AL,17,5/3/19,123,6/5/19,156,0.0353,6/19/19,170,0.2937,,,,,,U,7/17/19,N,F,natural causes
VCU,VAB,AL,18,5/3/19,123,6/3/19,154,0.0364,6/18/19,169,0.2439,,,,,,U,7/31/19,N,F,natural causes
VCU,VAB,AL,19,5/3/19,123,6/3/19,154,0.0335,6/18/19,169,0.1660,7/24/19,205,1.7655,8/4/19,216,F,,L,A,
VCU,VAB,AL,20,5/3/19,123,5/29/19,149,0.0134,,,,,,,,,U,6/7/19,N,T,dead/natural
VCU,VAB,AL,21,5/3/19,123,5/31/19,151,0.0211,6/16/19,167,0.2653,,,,,,U,7/13/19,N,F,
VCU,VAB,AL,22,5/3/19,123,6/7/19,158,0.0263,6/24/19,175,0.2667,7/17/19,198,0.5669,8/1/19,213,M,,L,A,
VCU,VAB,AL,23,5/3/19,123,6/1/19,152,0.0255,6/19/19,170,0.2051,,,,,,U,7/21/19,N,F,
VCU,VAB,AL,24,5/3/19,123,5/28/19,148,0.0205,6/13/19,164,0.3310,,,,,,U,7/14/19,N,F,
VCU,VAB,AL,25,5/3/19,123,6/11/19,162,0.0177,6/27/19,178,0.3217,,,,8/5/19,217,M,,L,A,
VCU,VAB,IR,1,5/3/19,123,6/1/19,152,0.0288,6/20/19,171,0.3425,7/12/19,193,0.8005,7/30/19,211,M,,L,A,
VCU,VAB,IR,2,5/3/19,123,,,,,,,,,,,,U,5/23/19,N,F,dead/ natural causes
VCU,VAB,IR,3,5/3/19,123,5/28/19,148,0.0228,6/15/19,166,0.3382,,,,,,U,7/6/19,N,F,dead/ natural causes
VCU,VAB,IR,4,5/3/19,123,5/31/19,151,0.0303,6/17/19,168,0.3082,7/8/19,189,0.8560,,,MP,8/6/19,N,P,did not emerge
VCU,VAB,IR,5,5/3/19,123,5/30/19,150,0.0364,6/16/19,167,0.3347,,,,,,U,7/6/19,N,F,dead/natura
VCU,VAB,IR,6,5/3/19,123,5/27/19,147,0.0403,6/13/19,164,0.4385,,,,,,U,7/9/19,N,F,dead/ natural causes
VCU,VAB,IR,7,5/3/19,123,5/30/19,150,0.0383,6/13/19,164,0.2732,,,,,,U,7/6/19,N,F,dead/natural
VCU,VAB,IR,8,5/3/19,123,5/31/19,151,0.0286,6/18/19,169,0.3254,,,,,,U,7/13/19,N,F,
VCU,VAB,IR,9,5/3/19,123,5/28/19,148,0.0239,6/14/19,165,0.2619,,,,,,U,7/3/19,N,F,dead/ natural causes
VCU,VAB,IR,10,5/3/19,123,5/28/19,148,0.0207,6/13/19,164,0.2283,,,,,,U,7/31/19,N,F,dead/ natural causes
VCU,VAB,IR,11,5/3/19,123,5/29/19,149,0.0189,6/16/19,167,0.3381,,,,,,U,7/3/19,N,F,dead/natural
VCU,VAB,IR,12,5/3/19,123,5/29/19,149,0.0190,6/14/19,165,0.2475,,,,,,U,7/3/19,N,F,dead/natural
